Id;Crea_Maj;Date
7251;1;2018-10-22
7253;1;2018-10-19
7449;1;2020-07-16
7456;1;2019-02-27
7492;1;2018-10-16
7502;1;2018-01-19
7505;1;2018-01-18
7511;1;2020-07-08
7514;1;2020-05-18
7517;1;2020-04-22
7519;1;2020-12-09
7520;1;2018-01-12
7521;1;2018-01-17
7523;1;2018-05-23
7524;1;2019-04-01
7529;1;2019-05-20
7534;1;2019-10-16
7552;1;2018-03-01
7554;1;2018-02-28
7557;1;2019-02-19
7563;1;2019-11-14
7565;1;2018-01-10
7573;1;2018-01-04
7578;1;2019-01-11
7582;1;2019-07-19
7583;1;2020-12-01
7586;1;2020-08-05
7608;1;2018-01-16
7638;1;2020-05-29
7657;1;2018-02-01
7801;1;2019-12-02
7809;1;2019-02-12
7831;1;2018-05-29
7871;1;2018-05-31
7913;1;2018-03-19
7916;1;2018-04-11
7917;1;2018-03-20
7947;1;2019-08-09
7983;1;2020-09-24
7984;1;2018-04-24
8247;1;2018-03-15
8299;1;2020-06-05
8559;1;2019-06-06
8603;1;2018-02-27
8640;1;2020-01-15
8685;1;2019-05-07
8712;1;2020-11-25
8813;1;2020-12-10
8814;1;2020-10-30
8816;1;2020-06-26
8822;1;2019-03-08
8833;1;2019-02-11
8851;1;2020-10-22
9053;1;2018-03-02
9078;1;2018-05-22
9096;1;2018-05-02
9133;1;2020-01-28
9140;1;2019-03-13
9321;1;2019-03-18
9329;1;2018-01-30
9336;1;2018-05-18
9574;1;2018-06-06
9575;1;2019-05-13
9583;1;2019-04-29
9599;1;2020-12-11
9608;1;2019-02-21
9610;1;2019-04-26
9617;1;2018-10-12
5;2;2019-04-09
7;2;2020-09-10
10;2;2020-09-09
15;2;2018-05-14
18;2;2020-10-07
20;2;2019-03-08
222;2;2020-06-04
382;2;2014-10-15
471;2;2015-02-06
528;2;2020-09-08
599;2;2016-08-05
646;2;2018-03-29
670;2;2019-09-03
809;2;2019-08-05
902;2;2016-05-26
904;2;2020-09-01
910;2;2019-03-18
914;2;2016-06-09
923;2;2015-08-10
1121;2;2016-06-01
1535;2;2017-10-12
1711;2;2017-02-01
1777;2;2018-06-08
1989;2;2016-02-12
2127;2;2019-11-29
2175;2;2020-04-03
2361;2;2018-12-28
2477;2;2017-05-31
2539;2;2013-03-27
2568;2;2017-06-30
2937;2;2017-07-06
2960;2;2012-06-20
2979;2;2014-03-03
2999;2;2019-10-09
3000;2;2018-01-04
3016;2;2012-04-26
3060;2;2011-10-10
3064;2;2018-01-10
3067;2;2019-11-20
3123;2;2012-04-30
3172;2;2017-08-17
3244;2;2017-05-12
3284;2;2017-05-11
3296;2;2018-12-05
3452;2;2020-10-20
3666;2;2017-06-01
3982;2;2019-11-25
4806;2;2012-10-12
5550;2;2018-06-14
5551;2;2015-12-11
5604;2;2016-01-07
5613;2;2016-11-04
5615;2;2016-10-17
5639;2;2016-10-26
6390;2;2020-12-18
6722;2;2018-02-28
6773;2;2009-09-30
6775;2;2012-08-07
6779;2;2018-10-04
6780;2;2018-10-05
6835;2;2019-06-12
6844;2;2017-12-18
6852;2;2017-03-17
6859;2;2002-10-24
6923;2;2017-02-24
6969;2;2013-06-13
7012;2;2013-05-23
7123;2;2013-06-28
7228;2;2010-10-13
7246;2;2019-12-03
7251;2;2018-10-22
7253;2;2018-10-19
7313;2;2019-12-02
7336;2;2019-11-22
7456;2;2019-02-27
7492;2;2018-10-23
7511;2;2020-07-13
7514;2;2020-05-19
7517;2;2020-04-30
7519;2;2021-02-01
7524;2;2019-11-21
7529;2;2019-05-20
7534;2;2019-10-16
7557;2;2019-02-19
7578;2;2020-07-30
7582;2;2019-07-29
7583;2;2020-12-07
7584;2;2020-12-01
7586;2;2020-08-24
7638;2;2020-06-03
7801;2;2020-10-12
7942;2;2019-07-25
7947;2;2020-11-05
7949;2;2020-12-17
7979;2;2020-12-16
7983;2;2020-10-01
8249;2;2020-11-04
8559;2;2019-06-06
8609;2;2019-10-29
8640;2;2020-01-17
8709;2;2020-12-08
8712;2;2020-11-26
8813;2;2020-12-10
8814;2;2020-11-12
8816;2;2020-06-26
8822;2;2019-03-13
8851;2;2020-11-02
8999;2;2018-05-29
9133;2;2020-01-28
9328;2;2020-08-21
9576;2;2019-05-07
9583;2;2019-04-29
9599;2;2020-12-11
9604;2;2020-10-08
9608;2;2019-02-21
9610;2;2019-04-26
