Id;Crea_Maj;Date
0;2;2008-01-23
48;2;2008-11-17
57;2;2020-04-02
216;2;2020-11-18
558;2;2008-06-27
668;2;2019-07-17
896;2;2019-07-19
975;2;2011-05-09
1193;2;2019-07-22
1286;2;2008-06-02
1319;2;2019-10-23
1370;2;2019-10-09
2152;2;2019-09-03
2194;2;2017-03-16
4326;2;2016-11-08
4369;2;2012-03-23
4464;2;2019-02-21
4522;2;2012-04-26
5463;2;2014-04-28
5529;2;2014-04-29
7675;2;2016-11-21
8190;2;2016-11-23
8448;2;2005-04-20
8449;2;2005-04-21
8461;2;2020-09-09
8487;2;2018-04-17
8538;2;2020-10-14
8541;2;2020-10-09
8564;2;2020-10-08
8566;2;2020-10-12
8752;2;2020-09-08
8976;2;2018-04-10
9005;2;2019-05-14
9029;2;2017-09-21
9788;2;2015-04-01
9832;2;2020-06-19
9862;2;2017-09-26
11487;2;2020-12-18
11505;2;2020-06-08
11506;2;2018-04-06
11555;2;2018-06-08
11577;2;2007-01-17
11612;2;2012-05-09
11707;2;2019-12-09
11732;2;2019-11-06
11734;2;2009-04-24
11735;2;2018-06-15
11973;2;2020-05-06
12158;2;2020-06-18
12476;2;2018-10-09
12513;2;2018-10-12
12530;2;2019-04-12
12532;2;2019-06-04
12533;2;2019-04-16
12540;2;2019-04-10
12652;2;2012-08-21
12654;2;2012-08-17
12664;2;2018-06-18
13572;2;2020-12-15
13577;2;2019-11-20
13590;2;2019-07-31
13627;2;1999-12-16
13631;2;2019-11-14
13647;2;2001-06-29
13848;2;2019-02-26
14172;2;2016-09-05
16120;2;2019-11-21
16276;2;2001-11-07
16319;2;2001-10-01
16456;2;2001-10-02
17002;2;2001-09-19
17299;2;2013-08-29
17618;2;2001-10-03
18993;2;2019-10-25
19470;2;2010-06-28
19471;2;2012-05-03
23371;2;2017-02-28
23387;2;2020-10-06
23388;2;2019-11-22
23389;2;2020-09-21
23392;2;2019-10-08
23395;2;2010-12-07
23396;2;2020-08-28
23397;2;2019-09-27
23406;2;2020-01-10
23417;2;2020-07-21
23423;2;2019-12-02
23426;2;2019-09-30
23434;2;2020-09-22
23437;2;2020-10-07
23438;2;2020-07-20
23439;2;2020-07-23
23442;2;2020-10-22
23443;2;2020-08-06
23444;2;2020-07-22
23510;2;2012-09-25
23558;2;2019-09-11
23582;2;2015-03-31
23693;2;2013-11-05
23744;2;2004-03-29
24171;2;2019-10-16
24336;2;2017-06-01
24550;2;2017-12-07
24552;2;2012-02-01
24670;2;2013-03-22
25066;2;2020-09-01
25204;2;2014-09-17
25572;2;2017-06-13
25620;2;2021-02-08
25776;2;2012-11-15
26036;2;2012-02-14
26044;2;2019-02-05
26047;2;2020-06-29
26072;2;2010-10-19
26246;2;2020-04-07
26320;2;2013-08-05
26349;2;2012-02-22
26351;2;2020-01-30
26355;2;2014-10-14
26385;2;2018-02-02
26447;2;2019-10-28
26539;2;2018-02-12
26682;2;2014-10-08
26798;2;2021-01-15
27009;2;2012-02-03
27123;2;2008-03-18
27724;2;2008-07-08
28621;2;2008-06-16
29206;2;2019-09-02
29679;2;2019-09-25
29822;2;2012-09-24
29837;2;2018-03-29
30062;2;2019-11-25
30275;2;2010-01-06
30338;2;2017-08-10
30374;2;2019-02-28
30428;2;2019-12-13
30429;2;2020-04-08
30453;2;2019-12-12
30469;2;2019-12-03
30591;2;2020-03-24
30629;2;2000-08-03
30669;2;2020-04-03
32876;2;2017-07-28
32893;2;2016-05-26
32907;2;2010-10-13
33081;2;2020-03-30
33083;2;2019-10-29
33085;2;2020-08-21
33096;2;2019-04-24
33097;2;2019-05-16
33098;2;2019-10-17
33111;2;2020-05-26
33114;2;2020-10-16
33121;2;2020-01-27
33122;2;2019-05-13
33145;2;2019-07-11
33190;2;2020-02-25
33195;2;2019-12-23
33199;2;2019-07-05
33200;2;2019-11-19
33202;2;2020-12-01
33205;2;2020-10-20
33515;2;2020-03-25
33516;2;2020-03-20
33545;2;2019-02-12
33697;2;2020-11-12
33721;2;2020-06-02
33722;2;2021-01-26
33724;2;2020-06-03
33752;2;2020-05-25
33763;2;2020-01-28
33819;2;2020-11-13
33898;2;2019-01-24
33930;2;2019-05-24
33982;2;2020-02-13
34015;2;2019-04-23
34019;2;2020-11-16
34035;2;2020-09-24
34076;2;2020-02-05
34105;2;2020-04-30
34132;2;2021-01-05
34133;2;2021-01-06
34141;2;2019-05-09
34172;2;2020-08-17
34182;2;2021-01-12
34791;2;2020-05-14
34800;2;2020-02-26
34888;2;2021-01-14
34930;2;2021-02-10
34951;2;2020-01-29
34964;2;2020-09-03
34996;2;2020-04-23
35552;2;2020-04-22
35581;2;2020-05-19
35629;2;2020-11-23
35689;2;2020-05-13
35703;2;2020-09-10
35704;2;2020-11-04
35799;2;2018-05-22
35825;2;2019-06-18
36466;2;2020-03-23
36867;2;2021-01-27
36875;2;2019-10-07
36902;2;2019-10-01
