Id;Crea_Maj;Date
12652;1;2003-07-08
12670;1;2008-10-07
12697;1;2003-07-17
12704;1;2007-07-11
12708;1;2011-10-07
12715;1;2006-11-06
12739;1;2007-03-14
12759;1;2011-10-12
12760;1;2011-03-21
12802;1;2012-08-13
12803;1;2007-09-26
12804;1;2007-09-11
12860;1;2007-09-12
12873;1;2007-09-13
12876;1;2007-09-14
12881;1;2007-09-19
13116;1;2012-08-20
13117;1;2007-02-24
13121;1;2007-02-27
13128;1;2012-09-29
13155;1;2017-03-14
13159;1;2016-01-11
13161;1;2012-11-23
13165;1;2013-03-22
13169;1;2007-12-08
13182;1;2001-11-14
13199;1;2009-06-17
13200;1;2009-08-28
13214;1;2017-12-14
13217;1;2012-07-10
13236;1;2015-11-17
13239;1;2015-11-10
13241;1;2015-11-06
13256;1;2001-12-21
13261;1;2001-11-13
13277;1;2001-07-20
13357;1;2012-02-06
13558;1;2014-04-03
13606;1;2013-04-18
13628;1;2014-04-04
13642;1;2012-04-18
13647;1;2009-03-13
13652;1;2008-06-03
13672;1;2014-09-04
13678;1;2008-11-26
13679;1;2014-09-05
13680;1;2014-09-08
13699;1;2007-08-20
13715;1;2009-08-19
13717;1;2011-10-18
13725;1;2012-08-01
13742;1;2016-02-08
13746;1;2016-06-07
13850;1;2008-04-24
13855;1;2008-04-17
13901;1;2016-04-06
13903;1;2008-02-27
13905;1;2007-10-31
13906;1;2007-11-12
13928;1;2005-07-20
13936;1;2005-07-18
13937;1;2005-05-20
13938;1;2005-04-25
13953;1;2009-10-07
14031;1;2014-10-16
14041;1;2009-03-27
14046;1;2004-07-30
14086;1;2002-11-29
14095;1;1999-12-06
14102;1;2004-11-24
14105;1;2009-02-04
14116;1;2003-12-01
14222;1;2016-02-09
14224;1;2016-04-19
14231;1;2016-03-31
14233;1;2016-01-13
14239;1;2016-03-18
14245;1;2016-03-09
14247;1;2016-01-19
14249;1;2016-02-24
14260;1;2002-12-19
14546;1;2016-04-15
14617;1;2016-01-18
14629;1;2016-01-14
14643;1;2016-01-15
14730;1;2016-01-25
14732;1;2016-01-20
14916;1;2016-01-22
15610;1;2016-01-27
15778;1;2003-01-06
15787;1;2004-03-29
15819;1;2004-04-22
15821;1;2006-03-31
15825;1;2016-08-17
15831;1;2016-09-06
15839;1;2016-08-23
15943;1;2016-11-16
15971;1;2007-11-28
15974;1;2017-12-11
15976;1;2013-08-30
15997;1;2016-08-24
16073;1;2011-01-31
16103;1;2014-08-06
16193;1;2015-06-17
16194;1;2013-07-18
16196;1;2015-08-27
16200;1;2005-12-12
16209;1;2002-06-25
16215;1;2017-09-04
16223;1;2017-06-09
16231;1;2017-05-17
16233;1;2014-08-11
16236;1;2014-08-07
16238;1;2014-08-08
16242;1;2009-09-22
16243;1;2011-04-22
16244;1;2017-09-01
16246;1;2012-02-22
16262;1;2013-04-23
16266;1;2013-10-01
16287;1;2013-10-02
16307;1;2013-10-03
16334;1;2013-10-04
16412;1;2013-10-07
16686;1;2013-10-15
16938;1;2013-04-24
16953;1;2013-04-25
17135;1;2013-04-26
17347;1;2011-01-25
17350;1;2002-03-04
17353;1;2002-02-19
17361;1;2010-09-14
17507;1;2013-03-05
17527;1;2013-03-14
